UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,Type_H,Temp_diff [K],power_factor [W],Tool_wear_norm [min]
6908,L54087,300.9,311.3,1449,40.2,168,0,0,0,0,0,0,1,0,0,10.400000000000034,6099.904791769159,0.6640316205533597
6909,L54088,300.9,311.3,1613,32.7,170,0,0,0,0,0,0,1,0,0,10.400000000000034,5523.453955761967,0.6719367588932806
6910,L54089,300.8,311.2,1376,48.1,172,0,0,0,0,0,0,1,0,0,10.399999999999977,6930.939824447753,0.6798418972332015
6911,L54090,300.8,311.2,1434,45.6,174,0,0,0,0,0,0,1,0,0,10.399999999999977,6847.666675176601,0.6877470355731226
6912,L54091,300.8,311.1,1480,41.1,176,0,0,0,0,0,0,1,0,0,10.300000000000011,6369.893264418664,0.6956521739130435
6913,M21772,300.8,311.2,1634,31.9,178,0,0,0,0,0,0,0,1,0,10.399999999999977,5458.475347710218,0.7035573122529645
6914,L54093,300.8,311.2,1481,38.5,181,0,0,0,0,0,1,1,0,0,10.399999999999977,5970.963357290321,0.7154150197628458
6915,H36328,300.9,311.3,1668,28.9,183,0,0,0,0,0,0,0,0,1,10.400000000000034,5048.036739494222,0.7233201581027668
6916,L54095,301.0,311.4,1484,36.2,188,0,0,0,0,0,0,1,0,0,10.399999999999977,5625.629020832219,0.7430830039525692
6917,M21776,300.9,311.3,1603,31.8,190,0,0,0,0,0,0,0,1,0,10.400000000000034,5338.1314051267045,0.7509881422924901
6918,L54097,301.0,311.4,1481,37.5,193,0,0,0,0,0,0,1,0,0,10.399999999999977,5815.8733999581045,0.7628458498023716
6919,L54098,301.0,311.5,1559,31.8,195,0,0,0,0,0,0,1,0,0,10.5,5191.607523763277,0.7707509881422925
6920,L54099,301.0,311.5,1444,39.8,197,0,0,0,0,0,0,1,0,0,10.5,6018.369990432989,0.7786561264822134
6921,M21780,301.2,311.6,1423,48.0,199,0,0,0,0,0,0,0,1,0,10.400000000000034,7152.778153693242,0.7865612648221344
6922,L54101,301.1,311.6,1432,48.1,202,0,0,0,0,0,0,1,0,0,10.5,7213.012956838069,0.7984189723320159
6923,L54102,301.2,311.7,1463,48.3,204,0,0,0,0,0,0,1,0,0,10.5,7399.801584045007,0.8063241106719368
6924,L54103,301.2,311.7,1433,49.3,206,0,0,0,0,0,0,1,0,0,10.5,7398.1260679630905,0.8142292490118577
6925,L54104,301.2,311.6,1461,52.9,208,1,0,0,0,1,0,1,0,0,10.400000000000034,8093.465241957632,0.8221343873517787
6926,M21785,301.1,311.6,1266,55.5,210,0,0,0,0,0,0,0,1,0,10.5,7357.924153972655,0.8300395256916996
6927,H36340,301.1,311.6,1417,53.4,0,0,0,0,0,0,0,0,0,1,10.5,7923.913486443392,0.0
6928,L54107,301.1,311.6,1488,43.4,5,0,0,0,0,0,0,1,0,0,10.5,6762.718009823532,0.019762845849802372
6929,L54108,301.1,311.7,1816,24.5,7,0,0,0,0,0,0,1,0,0,10.599999999999966,4659.191344783902,0.02766798418972332
6930,M21789,301.0,311.6,1301,55.0,9,0,0,0,0,0,0,0,1,0,10.600000000000023,7493.222077587256,0.03557312252964427
6931,M21790,300.9,311.5,1836,21.8,12,0,0,0,0,0,0,0,1,0,10.600000000000023,4191.387254713359,0.04743083003952569
6932,M21791,300.8,311.4,1521,39.9,15,0,0,0,0,0,0,0,1,0,10.599999999999966,6355.222026726399,0.05928853754940711
6933,L54112,300.8,311.4,1322,67.2,18,1,0,0,1,0,0,1,0,0,10.599999999999966,9303.135493222384,0.07114624505928854
6934,L54113,300.8,311.4,1492,40.6,20,0,0,0,0,0,0,1,0,0,10.599999999999966,6343.420110324415,0.07905138339920949
6935,L54114,300.8,311.4,1536,40.9,22,0,0,0,0,0,0,1,0,0,10.599999999999966,6578.746344029314,0.08695652173913043
6936,L54115,300.7,311.2,1878,24.3,24,0,0,0,0,0,0,1,0,0,10.5,4778.927912787722,0.09486166007905138
6937,L54116,300.6,311.1,1471,40.7,26,0,0,0,0,0,0,1,0,0,10.5,6269.540323087495,0.10276679841897234
6938,H36351,300.6,311.1,1452,40.2,28,0,0,0,0,0,0,0,0,1,10.5,6112.533994236589,0.11067193675889328
6939,L54118,300.7,311.2,1452,44.4,33,0,0,0,0,0,0,1,0,0,10.5,6751.156948858322,0.13043478260869565
6940,M21799,300.7,311.3,1348,53.0,35,0,0,0,0,0,0,0,1,0,10.600000000000023,7481.598184768973,0.1383399209486166
6941,H36354,300.8,311.4,1453,44.6,38,0,0,0,0,0,0,0,0,1,10.599999999999966,6786.238066823408,0.15019762845849802
6942,L54121,300.8,311.4,1316,57.6,43,0,0,0,0,0,0,1,0,0,10.599999999999966,7937.924989678403,0.16996047430830039
6943,M21802,300.8,311.4,1732,26.9,45,0,0,0,0,0,0,0,1,0,10.599999999999966,4878.977166829044,0.17786561264822134
6944,L54123,300.7,311.3,1522,35.2,48,0,0,0,0,0,0,1,0,0,10.600000000000023,5610.298048682701,0.18972332015810275
6945,M21804,300.7,311.3,1487,39.8,50,0,0,0,0,0,0,0,1,0,10.600000000000023,6197.587379344776,0.1976284584980237
6946,M21805,300.8,311.4,1852,22.2,53,0,0,0,0,0,0,0,1,0,10.599999999999966,4305.48989989174,0.20948616600790515
6947,L54126,300.7,311.2,1486,46.8,56,0,0,0,0,0,0,1,0,0,10.5,7282.714425845715,0.22134387351778656
6948,M21807,300.7,311.3,1562,37.1,58,0,0,0,0,0,0,0,1,0,10.600000000000023,6068.530753135308,0.22924901185770752
6949,L54128,300.7,311.2,1457,51.4,61,0,0,0,0,0,0,1,0,0,10.5,7842.441516960296,0.24110671936758893
6950,M21809,300.7,311.2,1769,26.5,63,0,0,0,0,0,0,0,1,0,10.5,4909.1050403769705,0.2490118577075099
6951,H36364,300.7,311.3,1374,53.1,66,0,0,0,0,0,0,0,0,1,10.600000000000023,7640.290501677307,0.2608695652173913
6952,L54131,300.8,311.3,1524,43.5,71,0,0,0,0,0,0,1,0,0,10.5,6942.291445902724,0.28063241106719367
6953,L54132,300.8,311.3,1498,40.2,73,0,0,0,0,0,0,1,0,0,10.5,6306.181765403864,0.2885375494071146
6954,L54133,300.8,311.3,1462,41.4,75,0,0,0,0,0,0,1,0,0,10.5,6338.351674176623,0.2964426877470356
6955,M21814,300.8,311.2,1429,52.3,77,0,0,0,0,0,0,0,1,0,10.399999999999977,7826.408922451476,0.30434782608695654
6956,L54135,300.7,311.2,1399,47.9,80,0,0,0,0,0,0,1,0,0,10.5,7017.490702054153,0.31620553359683795
6957,M21816,300.8,311.2,1434,39.1,82,0,0,0,0,0,0,0,1,0,10.399999999999977,5871.573837706252,0.3241106719367589
6958,L54137,300.7,311.1,1324,52.2,85,0,0,0,0,0,0,1,0,0,10.400000000000034,7237.475491634022,0.3359683794466403
6959,L54138,300.6,311.0,1563,40.7,87,0,0,0,0,0,0,1,0,0,10.399999999999977,6661.65297415755,0.3438735177865613
6960,L54139,300.6,311.0,1543,34.7,89,0,0,0,0,0,0,1,0,0,10.399999999999977,5606.915600592335,0.35177865612648224
6961,L54140,300.7,311.0,1413,52.0,91,0,0,0,0,0,1,1,0,0,10.300000000000011,7694.388727172121,0.35968379446640314
6962,M21821,300.7,311.0,1378,41.2,93,0,0,0,0,0,0,0,1,0,10.300000000000011,5945.317489261516,0.3675889328063241
6963,M21822,300.7,311.1,1373,49.9,96,0,0,0,0,0,0,0,1,0,10.400000000000034,7174.633166586714,0.3794466403162055
6964,H36377,300.7,311.0,1981,19.9,99,0,0,0,0,0,0,0,0,1,10.300000000000011,4128.251714351715,0.391304347826087
6965,M21824,300.7,311.0,1263,52.3,104,0,0,0,0,0,0,0,1,0,10.300000000000011,6917.252952453614,0.41106719367588934
6966,L54145,300.7,311.0,1312,52.1,107,0,0,0,0,0,0,1,0,0,10.300000000000011,7158.139805155367,0.42292490118577075
6967,L54146,300.7,311.0,1969,20.7,109,0,0,0,0,0,0,1,0,0,10.300000000000011,4268.199195093629,0.4308300395256917
6968,M21827,300.8,311.2,1365,51.7,111,0,0,0,0,0,0,0,1,0,10.399999999999977,7390.12547867195,0.43873517786561267
6969,L54148,300.9,311.2,1789,25.5,114,0,0,0,0,0,0,1,0,0,10.300000000000011,4777.262868681319,0.4505928853754941
6970,M21829,300.8,311.1,1583,32.1,116,0,0,0,0,0,0,0,1,0,10.300000000000011,5321.261052576928,0.45849802371541504
6971,L54150,300.7,311.0,1436,44.9,119,0,0,0,0,0,0,1,0,0,10.300000000000011,6751.952818997231,0.47035573122529645
6972,M21831,300.7,311.0,1559,42.8,121,0,0,0,0,0,0,0,1,0,10.300000000000011,6987.446604310322,0.4782608695652174
6973,L54152,300.7,311.0,1377,49.9,124,0,0,0,0,0,0,1,0,0,10.300000000000011,7195.535229708598,0.4901185770750988
6974,L54153,300.7,311.0,1462,41.9,126,0,0,0,0,0,0,1,0,0,10.300000000000011,6414.901815169094,0.4980237154150198
6975,L54154,300.7,311.0,1318,48.2,128,0,0,0,0,0,0,1,0,0,10.300000000000011,6652.594715339697,0.5059288537549407
6976,M21835,300.7,311.0,1378,51.6,130,0,0,0,0,0,0,0,1,0,10.300000000000011,7446.077243832384,0.5138339920948617
6977,L54156,300.6,310.9,1344,46.7,133,0,0,0,0,0,0,1,0,0,10.299999999999955,6572.714486134422,0.525691699604743
6978,L54157,300.7,311.1,2377,14.3,135,0,0,0,0,0,0,1,0,0,10.400000000000034,3559.539668247867,0.5335968379446641
6979,L54158,300.7,311.1,1427,50.3,137,0,0,0,0,0,0,1,0,0,10.400000000000034,7516.585054954451,0.541501976284585
6980,L54159,300.9,311.2,1353,60.4,139,0,0,0,0,0,0,1,0,0,10.300000000000011,8557.82405208474,0.549407114624506
6981,L54160,300.8,311.3,1505,45.5,141,0,0,0,0,0,0,1,0,0,10.5,7170.947031206501,0.5573122529644269
6982,H36395,300.8,311.2,1612,32.5,143,0,0,0,0,0,0,0,0,1,10.399999999999977,5486.2679707189745,0.5652173913043478
6983,L54162,300.7,311.1,1440,43.0,148,0,0,0,0,0,0,1,0,0,10.400000000000034,6484.247237009333,0.5849802371541502
6984,M21843,300.7,311.0,1334,53.9,150,0,0,0,0,0,0,0,1,0,10.300000000000011,7529.622664466848,0.5928853754940712
6985,M21844,300.7,311.0,1706,25.0,153,0,0,0,0,0,0,0,1,0,10.300000000000011,4466.297555853489,0.6047430830039525
6986,H36399,300.8,311.1,1698,24.8,156,0,0,0,0,0,0,0,0,1,10.300000000000011,4409.79077599092,0.616600790513834
6987,L54166,300.7,311.1,1688,30.7,161,0,0,0,0,0,0,1,0,0,10.400000000000034,5426.745261908961,0.6363636363636364
6988,L54167,300.7,311.1,2437,13.8,163,0,0,0,0,0,0,1,0,0,10.400000000000034,3521.78819652723,0.6442687747035574
6989,L54168,300.7,311.1,1478,46.8,165,0,0,0,0,0,0,1,0,0,10.400000000000034,7243.507349528913,0.6521739130434783
6990,M21849,300.7,311.1,1608,35.3,167,0,0,0,0,0,0,0,1,0,10.400000000000034,5944.1446280041755,0.6600790513833992
6991,L54170,300.7,311.1,2478,13.4,170,1,0,0,1,0,0,1,0,0,10.400000000000034,3477.240412699327,0.6719367588932806
6992,L54171,300.8,311.1,1509,33.4,172,0,0,0,0,0,0,1,0,0,10.300000000000011,5277.938489883924,0.6798418972332015
6993,L54172,300.7,311.0,1596,36.9,174,0,0,0,0,0,0,1,0,0,10.300000000000011,6167.1977064090515,0.6877470355731226
6994,M21853,300.7,311.0,1740,25.6,176,0,0,0,0,0,0,0,1,0,10.300000000000011,4664.636772050125,0.6956521739130435
6995,L54174,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,1,0,0,10.199999999999989,7660.250087003112,0.7075098814229249
6996,M21855,300.6,310.7,1705,31.2,181,0,0,0,0,0,0,0,1,0,10.099999999999966,5570.672093345421,0.7154150197628458
6997,M21856,300.5,310.6,1621,32.0,184,0,0,0,0,0,0,0,1,0,10.100000000000023,5432.023137566992,0.7272727272727273
6998,M21857,300.6,310.7,1566,38.2,187,0,0,0,0,0,0,0,1,0,10.099999999999966,6264.461414964191,0.7391304347826086
6999,M21858,300.6,310.7,1388,42.9,190,0,0,0,0,0,0,0,1,0,10.099999999999966,6235.558762551164,0.7509881422924901
7000,M21859,300.6,310.7,1457,36.7,193,0,0,0,0,0,0,0,1,0,10.099999999999966,5599.564273782936,0.7628458498023716
7001,M21860,300.6,310.6,1463,45.5,196,0,0,0,0,0,0,0,1,0,10.0,6970.827579172834,0.7747035573122529
7002,L54181,300.5,310.5,1564,38.2,199,0,0,0,0,0,0,1,0,0,10.0,6256.46082567305,0.7865612648221344
7003,H36416,300.5,310.6,1411,47.2,201,0,0,0,0,0,0,0,0,1,10.100000000000023,6974.251915165245,0.7944664031620553
7004,L54183,300.5,310.6,1540,46.7,206,0,0,0,0,0,0,1,0,0,10.100000000000023,7531.235348695692,0.8142292490118577
7005,L54184,300.5,310.6,1950,20.3,208,0,0,0,0,0,0,1,0,0,10.100000000000023,4145.331506411732,0.8221343873517787
7006,M21865,300.6,310.7,1339,52.9,0,0,0,0,0,0,0,0,1,0,10.099999999999966,7417.624886366373,0.0
7007,H36420,300.6,310.6,1419,39.6,3,0,0,0,0,0,0,0,0,1,10.0,5884.4543675859695,0.011857707509881422
7008,L54187,300.5,310.6,1499,45.2,8,0,0,0,0,0,0,1,0,0,10.100000000000023,7095.266064181524,0.03162055335968379
7009,L54188,300.5,310.6,1368,49.6,10,0,0,0,0,0,0,1,0,0,10.100000000000023,7105.52860018325,0.039525691699604744
7010,L54189,300.5,310.5,1536,36.2,12,0,0,0,0,0,0,1,0,0,10.0,5822.753487869467,0.04743083003952569
7011,M21870,300.5,310.5,1469,42.9,14,0,0,0,0,0,0,0,1,0,10.0,6599.449439616471,0.05533596837944664
7012,L54191,300.5,310.5,2633,12.2,17,1,0,0,1,0,0,1,0,0,10.0,3363.870805806783,0.06719367588932806
7013,L54192,300.4,310.4,1298,61.4,19,0,0,0,0,0,0,1,0,0,10.0,8345.871267722549,0.07509881422924901
7014,M21873,300.4,310.4,1544,36.3,21,0,0,0,0,0,0,0,1,0,10.0,5869.249059142595,0.08300395256916997
7015,H36428,300.5,310.5,1403,47.7,24,0,0,0,0,0,0,0,0,1,10.0,7008.170643848503,0.09486166007905138
7016,L54195,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,1,0,0,10.0,6523.077322207703,0.11462450592885376
7017,L54196,300.6,310.5,1509,43.1,31,0,0,0,0,0,0,1,0,0,9.899999999999977,6810.752961496921,0.1225296442687747
7018,M21877,300.7,310.6,1474,37.0,33,0,0,0,0,0,0,0,1,0,9.900000000000034,5711.206004716006,0.13043478260869565
7019,M21878,300.7,310.7,1377,46.7,36,0,0,0,0,0,0,0,1,0,10.0,6734.09810074933,0.1422924901185771
7020,L54199,300.8,310.8,1741,27.1,39,0,0,0,0,0,0,1,0,0,10.0,4940.79323827618,0.1541501976284585
7021,L54200,300.8,310.8,1460,53.8,41,0,0,0,0,0,0,1,0,0,10.0,8225.527325139035,0.16205533596837945
7022,H36435,300.7,310.6,1631,32.6,43,0,0,0,0,0,0,0,0,1,9.900000000000034,5568.012211565381,0.16996047430830039
7023,L54202,300.7,310.5,1561,33.2,48,0,0,0,0,0,0,1,0,0,9.800000000000011,5427.122253027392,0.18972332015810275
7024,M21883,300.7,310.6,1572,38.5,50,0,0,0,0,0,0,0,1,0,9.900000000000034,6337.849019352048,0.1976284584980237
7025,L54204,300.6,310.6,2127,18.7,53,0,0,0,0,0,0,1,0,0,10.0,4165.217787908955,0.20948616600790515
7026,H36439,300.6,310.6,1448,44.7,55,0,0,0,0,0,0,0,0,1,10.0,6778.048981973051,0.21739130434782608
7027,L54206,300.6,310.7,1543,39.6,60,0,0,0,0,0,0,1,0,0,10.099999999999966,6398.670253125547,0.23715415019762845
7028,L54207,300.6,310.6,1508,34.8,62,0,0,0,0,0,0,1,0,0,10.0,5495.525197071553,0.2450592885375494
7029,M21888,300.6,310.6,1403,50.4,64,0,0,0,0,0,0,0,1,0,10.0,7404.859548217285,0.25296442687747034
7030,L54209,300.6,310.6,1454,39.7,67,0,0,0,0,0,0,1,0,0,10.0,6044.822200576217,0.2648221343873518
7031,L54210,300.7,310.8,1772,27.3,69,0,0,0,0,0,0,1,0,0,10.100000000000023,5065.880985766613,0.2727272727272727
7032,L54211,300.7,310.8,1479,49.1,71,0,0,0,0,0,0,1,0,0,10.100000000000023,7604.633425059062,0.28063241106719367
7033,L54212,300.7,310.9,1723,31.0,73,0,0,0,0,0,0,1,0,0,10.199999999999989,5593.396280206388,0.2885375494071146
7034,M21893,300.7,310.8,1469,46.4,75,0,0,0,0,0,0,0,1,0,10.100000000000023,7137.866060564202,0.2964426877470356
7035,H36448,300.6,310.6,1830,26.2,78,0,0,0,0,0,0,0,0,1,10.0,5020.893378967207,0.308300395256917
7036,L54215,300.6,310.6,1497,38.2,83,0,0,0,0,0,0,1,0,0,10.0,5988.441084419792,0.32806324110671936
7037,L54216,300.7,310.6,1540,52.7,85,0,0,0,0,0,0,1,0,0,9.900000000000034,8498.845886001349,0.3359683794466403
7038,L54217,300.6,310.6,1514,39.5,87,0,0,0,0,0,0,1,0,0,10.0,6262.555515421012,0.3438735177865613
7039,L54218,300.7,310.6,1654,34.2,89,0,0,0,0,0,0,1,0,0,9.900000000000034,5923.66144390277,0.35177865612648224
7040,H36453,300.6,310.5,1519,37.0,91,0,0,0,0,0,0,0,0,1,9.899999999999977,5885.5643969902385,0.35968379446640314
7041,L54220,300.7,310.6,1720,30.3,96,0,0,0,0,0,0,1,0,0,9.900000000000034,5457.574757816188,0.3794466403162055
7042,L54221,300.6,310.5,1470,37.7,98,0,0,0,0,0,0,1,0,0,9.899999999999977,5803.4641089764245,0.38735177865612647
7043,L54222,300.6,310.5,1642,29.9,100,0,0,0,0,0,0,1,0,0,9.899999999999977,5141.300153403791,0.3952569169960474
7044,M21903,300.7,310.6,2006,19.1,102,0,0,0,0,0,0,0,1,0,9.900000000000034,4012.2955295077163,0.4031620553359684
7045,M21904,300.7,310.6,1505,35.6,105,0,0,0,0,0,0,0,1,0,9.900000000000034,5610.675039801131,0.4150197628458498
7046,M21905,300.7,310.6,1609,27.6,108,0,0,0,0,0,0,0,1,0,9.900000000000034,4650.4367732558985,0.4268774703557312
7047,M21906,300.7,310.5,1863,22.2,111,0,0,0,0,0,0,0,1,0,9.800000000000011,4331.0624640919605,0.43873517786561267
7048,L54227,300.6,310.4,1401,42.6,114,0,0,0,0,0,0,1,0,0,9.799999999999955,6249.947256904606,0.4505928853754941
7049,L54228,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,1,0,0,9.799999999999955,4161.416460798112,0.45849802371541504
7050,L54229,300.6,310.4,1494,47.3,118,0,0,0,0,0,0,1,0,0,9.799999999999955,7400.147159236901,0.466403162055336
7051,L54230,300.6,310.4,1457,47.7,120,0,0,0,0,0,0,1,0,0,9.799999999999955,7277.9077890857225,0.4743083003952569
7052,L54231,300.6,310.4,1556,37.7,122,0,0,0,0,0,0,1,0,0,9.799999999999955,6142.986499025386,0.48221343873517786
7053,H36466,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,0,0,1,9.799999999999955,6767.828333873371,0.4901185770750988
7054,H36467,300.7,310.5,1567,38.7,129,0,0,0,0,0,0,0,0,1,9.800000000000011,6350.509637746016,0.5098814229249012
7055,H36468,300.7,310.5,1476,43.1,134,0,0,0,0,0,0,0,0,1,9.800000000000011,6661.810053790228,0.5296442687747036
7056,L54235,300.8,310.6,1663,30.6,139,0,0,0,0,0,0,1,0,0,9.800000000000011,5328.957954578223,0.549407114624506
7057,M21916,300.8,310.5,1409,50.6,141,0,0,0,0,0,0,0,1,0,9.699999999999989,7466.036829158191,0.5573122529644269
7058,L54237,300.8,310.6,1666,36.2,144,0,0,0,0,0,0,1,0,0,9.800000000000011,6315.564655462586,0.5691699604743083
7059,L54238,300.7,310.6,1520,45.9,146,0,0,0,0,0,0,1,0,0,9.900000000000034,7306.087875188424,0.5770750988142292
7060,L54239,300.6,310.5,1644,33.8,148,0,0,0,0,0,0,1,0,0,9.899999999999977,5818.983576685158,0.5849802371541502
7061,H36474,300.6,310.4,1479,35.6,150,0,0,0,0,0,0,0,0,1,9.799999999999955,5513.746434462375,0.5928853754940712
7062,L54241,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,1,0,0,9.799999999999955,7525.810865380494,0.6126482213438735
7063,M21922,300.6,310.4,1407,51.1,157,0,0,0,0,0,0,0,1,0,9.799999999999955,7529.109537666763,0.6205533596837944
7064,L54243,300.7,310.4,1234,51.7,160,0,0,0,0,0,0,1,0,0,9.699999999999989,6680.88999317303,0.6324110671936759
7065,M21924,300.8,310.5,1696,29.7,162,0,0,0,0,0,0,0,1,0,9.699999999999989,5274.859729083407,0.6403162055335968
7066,L54245,300.8,310.6,1384,52.9,165,0,0,0,0,0,0,1,0,0,9.800000000000011,7666.910263428722,0.6521739130434783
7067,M21926,300.8,310.7,1572,36.2,167,0,0,0,0,0,0,0,1,0,9.899999999999977,5959.224272741407,0.6600790513833992
7068,M21927,300.8,310.7,1386,42.1,170,0,0,0,0,0,0,0,1,0,9.899999999999977,6110.46054308522,0.6719367588932806
7069,L54248,300.8,310.7,1461,42.8,173,0,0,0,0,0,0,1,0,0,9.899999999999977,6548.210063436421,0.6837944664031621
7070,L54249,300.8,310.7,1525,39.4,175,0,0,0,0,0,0,1,0,0,9.899999999999977,6292.086486364758,0.691699604743083
7071,L54250,300.7,310.7,1333,61.0,177,0,0,0,0,0,0,1,0,0,10.0,8515.077448044896,0.6996047430830039
7072,H36485,300.7,310.6,1505,40.6,179,0,0,0,0,0,0,0,0,1,9.900000000000034,6398.691197076571,0.7075098814229249
7073,M21932,300.7,310.6,1439,41.7,184,0,0,0,0,0,0,0,1,0,9.900000000000034,6283.84504163684,0.7272727272727273
7074,L54253,300.7,310.6,1491,43.2,187,0,0,0,0,0,0,1,0,0,9.900000000000034,6745.125090963429,0.7391304347826086
7075,M21934,300.7,310.6,1488,39.2,189,0,0,0,0,0,0,0,1,0,9.900000000000034,6108.261428227707,0.7470355731225297
7076,L54255,300.7,310.5,1536,47.4,192,0,0,0,0,0,0,1,0,0,9.800000000000011,7624.268379143997,0.758893280632411
7077,L54256,300.7,310.5,1960,21.0,194,0,0,0,0,0,0,1,0,0,9.800000000000011,4310.265120725196,0.766798418972332
7078,M21937,300.7,310.5,1594,31.0,196,0,0,0,0,0,0,0,1,0,9.800000000000011,5174.6219794828685,0.7747035573122529
7079,L54258,300.7,310.5,1357,52.6,199,0,0,0,0,0,0,1,0,0,9.800000000000011,7474.707624882099,0.7865612648221344
7080,L54259,300.7,310.5,1445,41.1,201,0,0,0,0,0,0,1,0,0,9.800000000000011,6219.2538966790335,0.7944664031620553
7081,L54260,300.7,310.4,1543,47.3,203,0,0,0,0,0,0,1,0,0,9.699999999999989,7642.856135677735,0.8023715415019763
7082,L54261,300.7,310.4,1366,52.6,205,0,0,0,0,0,0,1,0,0,9.699999999999989,7524.281956955747,0.8102766798418972
7083,L54262,300.7,310.3,1458,40.0,207,0,0,0,0,0,0,1,0,0,9.600000000000023,6107.256118578557,0.8181818181818182
7084,L54263,300.7,310.4,1416,61.8,209,1,0,0,1,1,0,1,0,0,9.699999999999989,9163.900106815283,0.8260869565217391
7085,L54264,300.6,310.3,1794,24.4,211,0,0,0,0,0,0,1,0,0,9.699999999999989,4583.960672705938,0.83399209486166
7086,L54265,300.6,310.3,1484,41.0,213,0,0,0,0,0,0,1,0,0,9.699999999999989,6371.568780500579,0.841897233201581
7087,L54266,300.6,310.4,2514,13.4,215,0,0,0,0,0,0,1,0,0,9.799999999999955,3527.7572225690506,0.849802371541502
7088,L54267,300.6,310.3,1648,30.5,217,1,1,0,0,0,0,1,0,0,9.699999999999989,5263.633771334578,0.857707509881423
7089,M21948,300.6,310.3,1614,32.7,0,0,0,0,0,0,0,0,1,0,9.699999999999989,5526.87829175438,0.0
7090,L54269,300.6,310.2,1622,34.1,3,0,0,0,0,0,0,1,0,0,9.599999999999966,5792.070599619406,0.011857707509881422
7091,M21950,300.6,310.2,1478,40.1,5,0,0,0,0,0,0,0,1,0,9.599999999999966,6206.509502480972,0.019762845849802372
7092,L54271,300.6,310.2,1318,51.0,8,0,0,0,0,0,0,1,0,0,9.599999999999966,7039.05249963329,0.03162055335968379
7093,L54272,300.7,310.2,1493,35.9,10,0,0,0,0,0,0,1,0,0,9.5,5612.842738732109,0.039525691699604744
7094,H36507,300.7,310.3,1369,50.7,12,0,0,0,0,0,0,0,0,1,9.600000000000023,7268.420179271881,0.04743083003952569
7095,L54274,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,1,0,0,9.599999999999966,6955.203391708978,0.06719367588932806
7096,L54275,300.6,310.1,1485,49.9,19,0,0,0,0,0,0,1,0,0,9.5,7759.890933999469,0.07509881422924901
7097,L54276,300.6,310.2,1489,47.8,21,0,0,0,0,0,0,1,0,0,9.599999999999966,7453.344794837687,0.08300395256916997
7098,M21957,300.6,310.2,1233,52.3,23,0,0,0,0,0,0,0,1,0,9.599999999999966,6752.947656670868,0.09090909090909091
7099,L54278,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,1,0,0,9.5,5605.564715751291,0.10276679841897234
7100,M21959,300.7,310.2,1373,44.1,28,0,0,0,0,0,0,0,1,0,9.5,6340.707868666816,0.11067193675889328
7101,L54280,300.7,310.2,1569,32.8,31,0,0,0,0,0,0,1,0,0,9.5,5389.213701674074,0.1225296442687747
7102,L54281,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,1,0,0,9.399999999999977,4417.07927094725,0.13043478260869565
7103,M21962,300.8,310.3,1494,42.2,35,0,0,0,0,0,0,0,1,0,9.5,6602.2454570781665,0.1383399209486166
7104,H36517,300.8,310.3,1777,30.1,38,0,0,0,0,0,0,0,0,1,9.5,5601.218845913826,0.15019762845849802
7105,L54284,300.9,310.4,1454,43.1,43,0,0,0,0,0,0,1,0,0,9.5,6562.5147819857675,0.16996047430830039
7106,L54285,300.9,310.4,1536,34.2,45,0,0,0,0,0,0,1,0,0,9.5,5501.054400141872,0.17786561264822134
7107,L54286,300.8,310.5,1482,39.0,47,0,0,0,0,0,0,1,0,0,9.699999999999989,6052.592406406096,0.1857707509881423
7108,H36521,300.9,310.5,1512,41.2,49,0,0,0,0,0,0,0,0,1,9.600000000000023,6523.454313326135,0.19367588932806323
7109,M21968,300.8,310.5,1511,35.8,54,0,0,0,0,0,0,0,1,0,9.699999999999989,5664.689489491851,0.2134387351778656
7110,L54289,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,1,0,0,9.600000000000023,6781.598981671606,0.22529644268774704
7111,M21970,300.8,310.4,1518,36.0,59,0,0,0,0,0,0,0,1,0,9.599999999999966,5722.725177779168,0.233201581027668
7112,M21971,300.8,310.4,1450,39.4,62,0,0,0,0,0,0,0,1,0,9.599999999999966,5982.639609986163,0.2450592885375494
7113,L54292,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,1,0,0,9.5,7023.4492561204615,0.25691699604743085
7114,L54293,300.9,310.4,1561,32.7,67,0,0,0,0,0,0,1,0,0,9.5,5345.388484156498,0.2648221343873518
7115,H36528,300.9,310.4,1457,43.8,69,0,0,0,0,0,0,0,0,1,9.5,6682.858724569279,0.2727272727272727
7116,M21975,301.0,310.6,1460,53.6,74,0,0,0,0,0,0,0,1,0,9.600000000000023,8194.949156644096,0.2924901185770751
7117,L54296,301.0,310.5,1601,33.2,77,0,0,0,0,0,0,1,0,0,9.5,5566.1900878263,0.30434782608695654
